Address,Price,Beds,Baths,Sizes
"2712 SE Salmon St, Portland, OR 97214","$2,495,000 ",8,5,"9,340sqft"
"14174 SE Hawthorne Ct, Portland, OR 97233","$439,000 ",3,2,"1,490sqft"
"5925 SW Patton Rd, Portland, OR 97221","$1,750,000 ",5,3,"4,722sqft"
"4312 NE 99th Ave, Portland, OR 97220","$478,000 ",3,2,"2,503sqft"
"1718 NW Riverscape St, Portland, OR 97209","$660,000 ",2,3,"1,624sqft"
"2882 NW Skyline Blvd, Portland, OR 97229","$2,499,900 ",4,4,"4,053sqft"
"16680 SE Bush St, Portland, OR 97236","$439,900 ",4,2,"1,600sqft"
"1930 S River Dr Unit 604, Portland, OR 97201","$710,000 ",2,2,"1,527sqft"
"4812 SE Kelly St, Portland, OR 97206","$950,000 ",4,4,"2,460sqft"
"3630 SE 64th Ave, Portland, OR 97206","$519,000 ",4,2,"2,290sqft"
"1221 SW 10th Ave Unit 1006, Portland, OR 97205","$799,000 ",2,2,"1,568sqft"
"1025 NW Couch St Unit 712, Portland, OR 97209","$845,000 ",2,2,"1,712sqft"
"9242 SW 4th Ave, Portland, OR 97219","$925,000 ",4,3,"3,244sqft"
"6529 SE 93rd Ave, Portland, OR 97266","$419,900 ",3,3,"1,510sqft"
"5439 SW View Point Ter, Portland, OR 97239","$425,000 ",2,2,"1,596sqft"
"11004 SW 59th Ave, Portland, OR 97219","$529,500 ",3,2,"1,806sqft"
"14611 SE Powell Blvd, Portland, OR 97236","$225,000 ",3,2,"1,012sqft"
"1058 SW Arnold St, Portland, OR 97219","$1,400,000 ",3,3,"2,376sqft"
"1751 NW Larkin Ter Unit 13, Portland, OR 97229","$849,950 ",4,4,"2,798sqft"
"1325 NW Flanders St Units 2 & 3, Portland, OR 97209","$4,490,000 ",5,4,"9,900sqft"
"9854 SW 91st Pl, Portland, OR 97223","$583,000 ",3,3,"1,484sqft"
"8236 NW Thompson Rd, Portland, OR 97229","$2,399,900 ",4,4,"4,050sqft"
"9047 N Curtis Ave, Portland, OR 97217","$425,000 ",2,1,"1,421sqft"
"3360 SW 10th Ave, Portland, OR 97239","$499,000 ",6,3,"2,369sqft"
"333 NW 9th Ave Unit 1503, Portland, OR 97209","$3,250,000 ",3,3,"3,273sqft"
"922 NW 11th Ave Apt 1205, Portland, OR 97209","$1,440,000 ",2,3,"1,805sqft"
"19819 NE Everett Ln, Portland, OR 97230","$449,950 ",4,3,"1,892sqft"
"4026 NE 109th Ave, Portland, OR 97220","$450,000 ",3,2,"1,896sqft"
"8424 NE Hassalo St, Portland, OR 97220","$375,000 ",3,1,972sqft
"15803 NW Sparks Ln, Portland, OR 97229","$449,990 ",2,3,"1,350sqft"
"5036 SE 58th Ave, Portland, OR 97206","$364,900 ",2,1,720sqft
"1920 S River Dr Unit E1004, Portland, OR 97201","$784,000 ",2,2,"1,560sqft"
"4515 NE 84th Ave, Portland, OR 97220","$429,000 ",3,2,"1,200sqft"
"887 NE 90th Ave, Portland, OR 97220","$279,900 ",3,3,"1,222sqft"
"4631 SE 86th Ave, Portland, OR 97266","$369,900 ",2,1,720sqft
"5910 SE 101st Ave, Portland, OR 97266","$359,900 ",2,1,838sqft
"1030 NW Johnson St Apt 614, Portland, OR 97209","$1,150,000 ",2,3,"2,397sqft"
"8629 NE Clackamas St, Portland, OR 97220","$499,000 ",3,2,"1,250sqft"
"6375 NE Pacific St, Portland, OR 97213","$624,900 ",4,3,"1,821sqft"
"6383 NE Pacific St, Portland, OR 97213","$624,900 ",4,3,"1,821sqft"
"16841 SE Franklin St, Portland, OR 97236","$465,000 ",4,2,"1,618sqft"
"3715 SE 136th Ave, Portland, OR 97236","$499,900 ",4,2,"2,338sqft"
"8938 NW Benson St, Portland, OR 97229","$825,000 ",4,3,"2,570sqft"
"4331 NE 18th Ave, Portland, OR 97211","$899,900 ",9,8,"4,304sqft"
"1903 SW 13th Ave, Portland, OR 97201","$820,000 ",2,3,"1,652sqft"
"9576 N Burr Ave, Portland, OR 97203","$469,000 ",3,3,"1,467sqft"
"1144 NE Mariners Loop, Portland, OR 97211","$439,900 ",3,3,"1,894sqft"
"1630 SE 71st Ave, Portland, OR 97215","$1,060,000 ",4,5,"4,023sqft"
"6930 NE Roselawn St, Portland, OR 97218","$396,000 ",2,1,"1,637sqft"
"7828 NW 157th Ter Unit L35, Portland, OR 97229","$1,149,995 ",5,3,"2,894sqft"
"1609 S Radcliffe Ct, Portland, OR 97219","$2,480,000 ",5,4,"4,580sqft"
"3220 NE Lombard St, Portland, OR 97211","$449,000 ",3,3,"2,445sqft"
"1934 SW Highland Rd, Portland, OR 97221","$2,960,000 ",5,7,"6,745sqft"
"3107 NE Alameda St, Portland, OR 97212","$950,000 ",3,2,"3,990sqft"
"18026 SE Haig Dr, Portland, OR 97236","$349,000 ",3,1,"1,250sqft"
"2910 SW Canterbury Ln, Portland, OR 97205","$2,300,000 ",4,4,"2,921sqft"
"1933 SW Sunset Blvd, Portland, OR 97239","$950,000 ",5,3,"2,761sqft"
"2927 SE 98th Ave, Portland, OR 97266","$749,900 ",3,2,"2,601sqft"
"15828 SW Colyer Way, Portland, OR 97224","$550,000 ",4,4,"2,883sqft"
"8421 SE 92nd Ave, Portland, OR 97266","$460,000 ",4,2,"2,145sqft"
"6949 N Astor St, Portland, OR 97203","$475,000 ",4,2,"2,289sqft"
"4737 NE 33rd Ave, Portland, OR 97211","$400,000 ",3,1,"1,860sqft"
"9030 SW 72nd Ave, Portland, OR 97223","$775,000 ",4,3,"2,443sqft"
"16414 SE High Meadow Loop, Portland, OR 97236","$699,900 ",4,4,"3,652sqft"
"12726 SE Division St Unit 25, Portland, OR 97236","$75,900 ",2,1.5,728sqft
"3815 NE Hassalo St, Portland, OR 97232","$640,000 ",4,1,"2,346sqft"
"3925 SE 125th Ave, Portland, OR 97236","$475,000 ",4,3,"1,640sqft"
"4765 SW Stephenson St, Portland, OR 97219","$475,000 ",3,2,"1,040sqft"
"3815 SW 50th Ave, Portland, OR 97221","$1,100,000 ",5,4,"3,692sqft"
"1712 NW Riverscape St, Portland, OR 97209","$2,595,000 ",3,3,"3,820sqft"
"15535 SE Flavel Ct, Portland, OR 97236","$699,900 ",5,3,"2,925sqft"
"1500 SW 5th Ave Unit 902, Portland, OR 97201","$425,000 ",2,2,"1,319sqft"
"832 NE Failing St, Portland, OR 97212","$465,000 ",3,2,"1,896sqft"
"208 SE 75th Ave, Portland, OR 97215","$495,000 ",2,1,"1,958sqft"
"9923 E Burnside St, Portland, OR 97216","$620,000 ",4,2,"2,270sqft"
"9818 SE Henry St, Portland, OR 97266","$300,000 ",3,2,"1,620sqft"
"3067 NW Greenbriar Ter, Portland, OR 97210","$1,375,000 ",5,4,"4,585sqft"
"6936 SE Crystal Springs Blvd, Portland, OR 97206","$469,900 ",3,2,"1,600sqft"
"5503 SW Multnomah Blvd, Portland, OR 97219","$289,000 ",2,2,"1,088sqft"
"424 NW Macleay Blvd, Portland, OR 97210","$2,495,000 ",4,4,"3,287sqft"
"1221 SW 10th Ave Unit 1412, Portland, OR 97205","$565,000 ",2,2,"1,338sqft"
"6420 SE 129th Pl, Portland, OR 97236","$415,000 ",4,3,"1,620sqft"
"7295 SW 68th Ave, Portland, OR 97223","$544,000 ",3,2,"1,560sqft"
"12722 NE Holladay St, Portland, OR 97230","$449,500 ",4,2,"1,730sqft"
"3737 N Vancouver Ave, Portland, OR 97227","$649,900 ",4,3,"1,841sqft"
"1821 SE Cesar E Chavez Blvd, Portland, OR 97214","$2,500,000 ",4,5,"20,272sqft"
"13721 SE Rhone St, Portland, OR 97236","$526,800 ",4,3,"1,734sqft"
"13729 SE Rhone St, Portland, OR 97236","$536,800 ",4,3,"1,794sqft"
"225 S Montgomery St Unit G10, Portland, OR 97201","$599,900 ",2,2,"1,152sqft"
"3811 NE 150th Ave, Portland, OR 97230","$429,947 ",3,2,"1,486sqft"
"1225 SW Curry St, Portland, OR 97239","$649,000 ",3,2,"1,510sqft"
"1410 NW Kearney St Apt 610, Portland, OR 97209","$649,999 ",2,2,"1,630sqft"
"4511 NE 25th Ave, Portland, OR 97211","$819,000 ",3,2,"2,525sqft"
"4317 SE 79th Ave, Portland, OR 97206","$365,000 ",3,3,"1,406sqft"
"21461 NW Kenai Ct, Portland, OR 97229","$900,000 ",4,3,"3,000sqft"
"3715 SE 8th Ave, Portland, OR 97202","$599,900 ",4,2,"2,920sqft"
"2212 NE Flanders St Unit 3, Portland, OR 97232","$379,900 ",2,2,958sqft
"2218 NE Flanders St Unit 5, Portland, OR 97232","$374,900 ",2,2,958sqft
"3305 SE 74th Ave, Portland, OR 97206","$375,000 ",2,1,740sqft
"964 NE Oneonta St, Portland, OR 97211","$483,000 ",4,1,"1,412sqft"
"3115 SE 89th Ave, Portland, OR 97266","$326,800 ",3,3,"1,466sqft"
"5200 SW Dogwood Ln, Portland, OR 97225","$1,300,000 ",4,3,"3,817sqft"
"15338 SW Firtree Dr, Portland, OR 97223","$749,000 ",3,3,"2,200sqft"
"2025 SE 139th Ave, Portland, OR 97233","$495,000 ",3,2,"2,348sqft"
"8561 N Hamlin Ave, Portland, OR 97217","$499,999 ",3,3,"1,545sqft"
"3114 SE Belmont St, Portland, OR 97214","$875,000 ",4,3,"2,234sqft"
"5133 SE 38th Ave, Portland, OR 97202","$589,000 ",3,1,"2,015sqft"
"4803 NE 33rd Ave, Portland, OR 97211","$799,000 ",4,3,"2,286sqft"
"12840 SE Morrison St, Portland, OR 97233","$499,900 ",5,2,"2,341sqft"
"11840 NE Eugene St, Portland, OR 97220","$385,000 ",3,1,960sqft
"4801 SW Patton Rd, Portland, OR 97221","$4,985,000 ",5,6,"6,260sqft"
"15407 SE Hawthorne Meadows St, Portland, OR 97236","$589,900 ",4,2,"2,048sqft"
"5026 SE 76th Ave, Portland, OR 97206","$400,000 ",3,2,"2,296sqft"
"1410 NW Kearney St Apt 1010, Portland, OR 97209","$689,900 ",2,2,"1,630sqft"
"618 S Nevada St Apt G, Portland, OR 97219","$429,000 ",2,3,"1,315sqft"
"4650 SW Comus Pl Unit 3E, Portland, OR 97219","$258,000 ",2,2,998sqft
"79 NE Stanton St, Portland, OR 97212","$275,000 ",2,1,"1,005sqft"
"4620 NE Killingsworth St, Portland, OR 97218","$325,000 ",3,2,"1,802sqft"
"1728 SW Prospect Dr, Portland, OR 97201","$2,475,000 ",7,7,"8,635sqft"
"12410 SE Madison St, Portland, OR 97233","$485,000 ",3,2,"1,856sqft"
"2443 SE Clinton St, Portland, OR 97202","$1,165,000 ",5,3,"4,181sqft"
"429 N Bridgeton Rd Slip 3, Portland, OR 97217","$395,000 ",2,2,"2,000sqft"
"11807 NW Mellridge Ln, Portland, OR 97229","$1,499,950 ",6,5,"4,166sqft"
"24600 NW St Helens Rd Unit M04, Portland, OR 97231","$449,000 ",2,2,"1,644sqft"
"7826 SE Salmon St, Portland, OR 97215","$350,000 ",2,1,720sqft
"5816 NW Necanicum Way, Portland, OR 97229","$799,500 ",4,3,"3,046sqft"
"2073 NW Village Cir Units 18 & 19, Portland, OR 97229","$1,795,000 ",4,6,"4,874sqft"
"559 NE Bridgeton Rd, Portland, OR 97211","$330,000 ",3,2,"1,525sqft"
"6316 NW Saltzman Rd, Portland, OR 97210","$464,900 ",3,1,"2,137sqft"
"5839 SE Tenino St, Portland, OR 97206","$549,900 ",3,3,"1,636sqft"
"3900 SW Dosch Rd, Portland, OR 97239","$1,795,000 ",5,4,"3,783sqft"
"2221 SW 1st Ave Apt 2421, Portland, OR 97201","$399,000 ",2,2,"1,267sqft"
"4023 SW Downs View Ct, Portland, OR 97221","$1,345,000 ",5,4,"4,264sqft"
"8634 NE Fremont St, Portland, OR 97220","$430,000 ",3,2,"1,664sqft"
"8019 SE 68th Ave, Portland, OR 97206","$425,000 ",3,2,"1,008sqft"
"4703 SW Brugger St, Portland, OR 97219","$509,000 ",3,2,"1,275sqft"
"3737 SW Sweetbriar Dr, Portland, OR 97221","$1,739,999 ",3,3,"3,349sqft"
"1951 N Jantzen Ave, Portland, OR 97217","$540,000 ",3,3,"2,282sqft"
"1975 N Jantzen Ave, Portland, OR 97217","$575,000 ",2,2,"1,846sqft"
"2227 SE 174th Ave, Portland, OR 97233","$749,900 ",9,5,"2,998sqft"
"9400 SW Taylor St, Portland, OR 97225","$830,000 ",2,1,906sqft
"1501 SE Holly St, Portland, OR 97214","$1,099,000 ",5,4,"3,168sqft"
"724 NE 196th Ave, Portland, OR 97230","$389,900 ",3,2,"1,576sqft"
"10520 SW 75th Ave, Portland, OR 97223","$520,000 ",3,2,"1,290sqft"
"19430 NW Reeder Rd, Portland, OR 97231","$2,200,000 ",3,2,"3,825sqft"
"15836 NW Gooderham St Unit L42, Portland, OR 97229","$1,069,995 ",5,3,"2,894sqft"
"1001 NW Lovejoy St Unit 213, Portland, OR 97209","$460,000 ",2,1,850sqft
"23 NE 75th Ave, Portland, OR 97213","$429,000 ",2,1,"1,860sqft"
"9325 N Chicago Ave, Portland, OR 97203","$479,900 ",2,1,964sqft
"1420 NW Lovejoy St Apt 408, Portland, OR 97209","$635,000 ",2,2,"1,513sqft"
"1801 N Jantzen Ave, Portland, OR 97217","$455,000 ",2,2,"1,664sqft"
"3915 SE Oak St, Portland, OR 97214","$710,000 ",3,2,"2,232sqft"
"11711 SW 128th Ave, Portland, OR 97223","$699,900 ",4,3,"2,587sqft"
"1616 S Harbor Way Unit 408, Portland, OR 97201","$519,000 ",2,2,"1,297sqft"
"2531 SW Spring Garden St Apt 14, Portland, OR 97219","$304,999 ",3,2,"1,173sqft"
"7006 SE Mall St, Portland, OR 97206","$429,000 ",2,1,768sqft
"15690 NW Snowbush Ln, Portland, OR 97229","$573,500 ",3,3,"2,020sqft"
"11715 NW Old Cornelius Pass Rd, Portland, OR 97231","$375,000 ",4,1,"1,445sqft"
"127 SE 106th Ave, Portland, OR 97216","$550,000 ",3,2,"1,688sqft"
"1120 NW Johnson St, Portland, OR 97209","$1,199,000 ",4,4,"2,884sqft"
"6702 NE Cleveland Ave, Portland, OR 97211","$475,000 ",4,3,"2,476sqft"
"8065 SE Grand Ave Unit 304, Portland, OR 97202","$535,000 ",2,3,"1,737sqft"
"8065 SE Grand Ave Unit 202, Portland, OR 97202","$425,000 ",2,3,"1,313sqft"
"3415 NE 41st Ave, Portland, OR 97212","$1,199,000 ",4,4,"4,580sqft"
"8125 SE 52nd Ave, Portland, OR 97206","$429,900 ",3,2,"1,220sqft"
"2083 NW Johnson St Apt 66, Portland, OR 97209","$399,000 ",2,1,"1,114sqft"
"11840 NW Thelin Ln, Portland, OR 97229","$999,950 ",5,3,"2,721sqft"
"1618 NE Buffalo St Unit B, Portland, OR 97211","$449,900 ",2,2,"1,003sqft"
"15438 NW Orchid St, Portland, OR 97229","$849,990 ",5,3,"2,900sqft"
"5200 SE 132nd Ave Apt 12, Portland, OR 97236","$89,995 ",3,2,"1,404sqft"
"15707 SE Franklin St, Portland, OR 97236","$399,900 ",3,2,"1,296sqft"
"12420 SW Douglas St, Portland, OR 97225","$615,000 ",3,2,"1,800sqft"
"3570 S River Pkwy Unit 2201, Portland, OR 97239","$949,000 ",2,2,"1,756sqft"
"15712 SE Madison Ct, Portland, OR 97233","$429,900 ",3,1,"1,952sqft"
"6836 N Armour St, Portland, OR 97203","$359,900 ",3,1,975sqft
"3011 SE Division St Unit 7, Portland, OR 97202","$649,950 ",2,3,"1,455sqft"
"3013 SE Division St Unit 5, Portland, OR 97202","$674,950 ",2,3,"1,581sqft"
"14833 SE Grant Ct, Portland, OR 97233","$179,000 ",2,1,956sqft
"615 S Nebraska St, Portland, OR 97239","$1,800,000 ",2,1,917sqft
"10026 SE Insley St, Portland, OR 97266","$450,000 ",3,2,"2,604sqft"
"1067 NE Oneonta St, Portland, OR 97211","$499,900 ",3,1,"1,144sqft"
"731 SW King Ave Unit 7, Portland, OR 97205","$250,000 ",2,1,871sqft
"1017 SW Rivington Dr, Portland, OR 97201","$4,585,000 ",3,4,"6,871sqft"
"3930 SE 162nd Ave Unit 24, Portland, OR 97236","$149,900 ",3,2,"1,512sqft"
"1803 SW Hawthorne Ter, Portland, OR 97201","$1,100,000 ",4,4,"6,441sqft"
"1926 W Burnside St Unit 1502, Portland, OR 97209","$635,000 ",2,2,"1,410sqft"
"17460 SE Alder St, Portland, OR 97233","$439,950 ",3,2,"1,928sqft"
"5036 NE 16th Ave, Portland, OR 97211","$725,000 ",4,2,"2,910sqft"
"2221 SW 1st Ave Apt 623, Portland, OR 97201","$325,000 ",2,2,"1,332sqft"
"9235 N Edison St, Portland, OR 97203","$449,000 ",3,1,"1,026sqft"
"3437 NE 62nd Ave, Portland, OR 97213","$525,000 ",3,2,"2,122sqft"
"3017 SW 4th Ave, Portland, OR 97201","$575,000 ",3,2,"1,546sqft"
"1161 SE Grant St, Portland, OR 97214","$689,900 ",3,4,"1,910sqft"
"17332 NW Ginger Ln, Portland, OR 97229","$1,095,440 ",6,4,"3,408sqft"
"15874 NW Gooderham St Unit L44, Portland, OR 97229","$1,229,995 ",5,6,"3,428sqft"
"15853 NW Ridgeline St Unit L48, Portland, OR 97229","$1,044,995 ",5,3,"2,894sqft"
"7748 NW Ladybug Pl Lot 58, Portland, OR 97229","$1,379,995 ",6,5,"4,425sqft"
"7726 NW Ladybug Pl Lot 59, Portland, OR 97229","$1,369,995 ",6,5,"4,425sqft"
"15748 NW Gooderham St Unit L36, Portland, OR 97229","$1,214,995 ",5,4,"3,443sqft"
"2630 N Hayden Island Dr Slip 51, Portland, OR 97217","$485,000 ",2,2,"1,137sqft"
"15860 NW Sparks Ln, Portland, OR 97229","$430,124 ",2,3,"1,171sqft"
"4453 NE Failing St, Portland, OR 97213","$1,249,000 ",8,9,"4,544sqft"
"SW Cardinell Way, Portland, OR 97201","$3,250,000 ",4,5,"5,239sqft"
"7431 SE Ogden St, Portland, OR 97206","$379,999 ",3,1,"1,373sqft"
"12138 NE Fremont St Apt 19, Portland, OR 97220","$298,000 ",3,3,"1,547sqft"
"1625 SW Westwood Ct, Portland, OR 97239","$995,000 ",4,2,"3,166sqft"
"15476 SE Hawthorne Meadows St, Portland, OR 97236","$709,900 ",4,3,"1,993sqft"
"1310 NW Naito Pkwy Unit 902, Portland, OR 97209","$1,300,000 ",2,3,"1,964sqft"
"6116 N Greeley Ave, Portland, OR 97217","$379,900 ",2,1,"1,916sqft"
"18989 NE Marine Dr Slip 22, Portland, OR 97230","$330,000 ",2,1,800sqft
"3910 SE 112th Ave, Portland, OR 97266","$370,000 ",2,1,854sqft
"606 NW Naito Pkwy Apt A15, Portland, OR 97209","$325,000 ",2,2,"1,076sqft"
"2395 SW Montgomery Dr, Portland, OR 97201","$715,000 ",3,2,"2,773sqft"
"15035 NE Siskiyou Ct, Portland, OR 97230","$323,000 ",2,2,"1,638sqft"
"1023 NE 172nd Ave, Portland, OR 97230","$419,950 ",3,2,"1,500sqft"
"222 NW Uptown Ter Apt 1A, Portland, OR 97210","$399,900 ",2,2,"1,028sqft"
"5305 NE Rodney Ave, Portland, OR 97211","$999,999 ",4,3,"3,299sqft"
"3736 SE Cora St, Portland, OR 97202","$599,900 ",3,3,"2,522sqft"
"2621 NE Everett St, Portland, OR 97232","$580,000 ",2,2,"1,995sqft"
"3035 NE 62nd Ave, Portland, OR 97213","$600,000 ",4,3,"2,445sqft"
"3035 SE 115th Ave, Portland, OR 97266","$519,990 ",5,3,"1,768sqft"
"2636 SE 50th Ave, Portland, OR 97206","$570,000 ",3,3,"1,847sqft"
"2391 NW Irving St, Portland, OR 97210","$1,190,000 ",7,4,"3,959sqft"
"401 NW Marlborough Ave, Portland, OR 97210","$1,399,000 ",4,4,"3,001sqft"
"3601 S River Pkwy Unit 3101, Portland, OR 97239","$5,999,000 ",4,5,"5,002sqft"
"841 S Gaines St Unit 439, Portland, OR 97239","$690,000 ",2,3,"1,542sqft"
"15050 NW Legend St, Portland, OR 97229","$979,825 ",5,3,"2,900sqft"
"3741 N Vancouver Ave, Portland, OR 97227","$699,900 ",4,3,"1,841sqft"
"15042 NW Legend St, Portland, OR 97229","$1,022,990 ",5,3,"2,914sqft"
"15813 NW Sparks Ln, Portland, OR 97229","$424,990 ",2,3,"1,350sqft"
"7090 NW Bountiful Ter, Portland, OR 97229","$749,990 ",4,3,"2,300sqft"
"5905 SW 67th Pl Unit 6, Portland, OR 97225","$899,950 ",4,4,"2,644sqft"
"15886 NW Ridgeline St Unit L64, Portland, OR 97229","$1,465,995 ",7,6,"4,623sqft"
"15897 NW Ridgeline St Unit L46, Portland, OR 97229","$1,047,995 ",5,3,"2,734sqft"
"15975 NW Ridgeline St Unit L47, Portland, OR 97229","$1,170,995 ",5,4,"3,280sqft"
"15058 NW Legend St, Portland, OR 97229","$869,990 ",5,3,"2,536sqft"
"11935 NW Weaver Ln, Portland, OR 97229","$1,234,950 ",5,3,"3,810sqft"
"9212 SE Grandview Ter, Happy Valley, OR 97086","$639,000 ",4,3,"3,142sqft"
"1920 S Greenwood Rd, Portland, OR 97219","$2,195,000 ",4,5,"6,488sqft"
"2393 SW Park Pl Unit 106, Portland, OR 97205","$399,000 ",2,2,"1,296sqft"
"122 NE Cook St, Portland, OR 97212","$825,000 ",5,4,"2,504sqft"
"3530 SE 70th Ave, Portland, OR 97206","$449,000 ",3,2,"2,240sqft"
"4922 SW 1st Ave, Portland, OR 97239","$475,000 ",4,3,"1,540sqft"
"2323 SW Park Pl Unit 302, Portland, OR 97205","$279,000 ",2,2,"1,500sqft"
"15946 NW Ridgeline St Unit L67, Portland, OR 97229","$1,428,995 ",6,5,"4,425sqft"
"15933 NW Ridgeline St Unit L75, Portland, OR 97229","$1,201,995 ",5,4,"3,428sqft"
"15890 NW Gooderham St Unit L45, Portland, OR 97229","$1,115,995 ",5,4,"2,894sqft"
"15918 NW Ridgeline St Unit L66, Portland, OR 97229","$1,400,995 ",7,5,"4,375sqft"
"9229 SE Harney Ct, Portland, OR 97266","$530,000 ",8,5,"5,474sqft"
"8675 SE Washington St Unit B, Portland, OR 97216","$375,000 ",2,1,800sqft
"8318 SE Knapp St, Portland, OR 97266","$358,000 ",2,1,856sqft
"790 SE Webber St Unit 401, Portland, OR 97202","$565,000 ",3,3,"2,156sqft"
"6841 N Astor St, Portland, OR 97203","$402,000 ",3,2,"1,543sqft"
"10028 SE Ellis St, Portland, OR 97266","$225,000 ",2,1,528sqft
"1222 SE Division St, Portland, OR 97202","$925,000 ",4,3,"2,684sqft"
"620 NE 113th Ave, Portland, OR 97220","$420,000 ",4,2,"2,016sqft"
"3222 SE 12th Ave, Portland, OR 97202","$775,000 ",3,4,"2,427sqft"
"3220 SE 12th Ave, Portland, OR 97202","$775,000 ",3,4,"2,412sqft"
"7899 NW Lauren Ave, Portland, OR 97229","$929,990 ",5,3,"2,536sqft"
"15034 NW Legend St, Portland, OR 97229","$944,990 ",5,3,"2,536sqft"
"1841 SW Montgomery Dr, Portland, OR 97201","$3,500,000 ",6,6,"7,448sqft"
"3435 SW 11th Ave, Portland, OR 97239","$565,000 ",3,2,"2,018sqft"
"2052 SE 159th Ave, Portland, OR 97233","$376,000 ",3,2,"1,335sqft"
"15947 NW Gooderham St Unit L99, Portland, OR 97229","$1,277,995 ",6,5,"3,738sqft"
"15959 NW Ridgeline St Unit L76, Portland, OR 97229","$1,109,795 ",5,3,"2,734sqft"
"15991 NW Ridgeline St Unit L77, Portland, OR 97229","$1,217,649 ",6,5,"3,650sqft"
"1634 SW Myrtle St, Portland, OR 97201","$2,999,000 ",5,6,"8,413sqft"
"620 SE 168th Ave, Portland, OR 97233","$360,000 ",3,1,960sqft
"807 SE 174th Ave, Portland, OR 97233","$414,000 ",3,2,"2,170sqft"
"7891 NW Lauren Ave, Portland, OR 97229","$974,990 ",5,3,"2,914sqft"
"15986 NW Gooderham Lot 92, Portland, OR 97229","$1,051,995 ",5,3,"2,894sqft"
"15974 NW Ridgeline St, Portland, OR 97229","$1,631,310 ",6,5,"4,375sqft"
"8520 SE 87th Ave, Portland, OR 97266","$275,000 ",2,1,768sqft
"2805 NW Thurman St Unit 4, Portland, OR 97210","$1,400,000 ",3,3,"2,750sqft"
"15975 NW Gooderham St Unit L100, Portland, OR 97229","$1,515,325 ",6,5,"4,425sqft"
"8506 SE Tolman St, Portland, OR 97266","$415,000 ",4,1,"1,496sqft"
"16017 NW Ridgeline St Lot 78, Portland, OR 97229","$1,185,195 ",5,3,"3,249sqft"
"1356 NW 116th Ave, Portland, OR 97229","$1,095,995 ",4,4,"3,896sqft"
"16014 NW Gooderham St Lot 91, Portland, OR 97229","$1,099,709 ",5,3,"2,734sqft"
"16005 NW Gooderham St, Portland, OR 97229","$1,398,063 ",6,5,"4,375sqft"
"7803 NW 162nd Ter Unit L110, Portland, OR 97229","$1,296,940 ",6,5,"4,375sqft"
"16045 NW Ridgeline St Unit L79, Portland, OR 97229","$1,011,765 ",5,4,"2,894sqft"
"4812 NE Mallory Ave, Portland, OR 97211","$1,750,000 ",3,3,"3,486sqft"
"1337 NW 116th Ave, Portland, OR 97229","$894,995 ",4,4,"2,472sqft"
"16042 NW Gooderham St Unit L90, Portland, OR 97229","$1,197,599 ",5,4,"3,249sqft"
"16000 NW Ridgeline St Unit L69, Portland, OR 97229","$1,310,994 ",6,4,"3,581sqft"
"227 N Hayden Bay Dr, Portland, OR 97217","$319,000 ",2,2,"1,023sqft"
"2020 NW 29th Ave Apt 1, Portland, OR 97210","$330,000 ",2,1,771sqft
"4560 SW 59th Ave, Portland, OR 97221","$2,195,000 ",5,4,"4,023sqft"
"4246 S Corbett Ave, Portland, OR 97239","$625,000 ",3,3,"2,076sqft"
"3800 SW Humphrey Blvd, Portland, OR 97221","$964,000 ",3,3,"2,714sqft"
"6034 NE Thompson St, Portland, OR 97213","$785,000 ",5,3,"3,401sqft"
"4575 SW 59th Ave, Portland, OR 97221","$2,195,000 ",4,4,"3,900sqft"
"16028 NW Ridgeline St Unit L70, Portland, OR 97229","$1,299,130 ",6,5,"4,425sqft"
"7827 NW 162nd Ter Unit L109, Portland, OR 97229","$1,248,866 ",6,5,"3,738sqft"
"6254 SW Burlingame Ave Unit A, Portland, OR 97239","$1,125,900 ",4,4,"3,199sqft"
"16084 NW Ridgeline St Unit L72, Portland, OR 97229","$1,317,155 ",6,4,"4,425sqft"
"16171 NW Gooderham St Unit L105, Portland, OR 97229","$1,241,839 ",6,4,"4,371sqft"
"16059 NW Godderham St Unit L103, Portland, OR 97229","$1,271,205 ",6,4,"3,738sqft"
"16031 NW Gooderham St Unit L102, Portland, OR 97229","$1,631,330 ",7,5,"4,425sqft"
"16126 NW Gooderham St Unit L87, Portland, OR 97229","$1,058,625 ",5,3,"3,249sqft"
"16140 NW Ridgeline St Unit L74, Portland, OR 97229","$1,162,822 ",6,4,"3,591sqft"
"16112 NW Ridgeline Unit L73, Portland, OR 97229","$1,423,276 ",6,4,"4,371sqft"
"16056 NW Ridgeline St Unit L71, Portland, OR 97229","$1,179,325 ",6,4,"4,375sqft"
"16101 NW Ridgeline St Unit L81, Portland, OR 97229","$1,025,905 ",5,3,"2,734sqft"
"16070 NW Gooderham St Unit L89, Portland, OR 97229","$1,206,270 ",5,4,"3,443sqft"
"16154 NW Gooderham St Unit L86, Portland, OR 97229","$1,055,634 ",5,3,"3,249sqft"
"16157 NW Ridgeline St Unit L83, Portland, OR 97229","$1,027,420 ",5,3,"3,249sqft"
"16129 NW Ridgeline St Unit L82, Portland, OR 97229","$1,310,998 ",5,4,"3,443sqft"
"16098 NW Gooderham St Unit L88, Portland, OR 97229","$1,187,152 ",5,4,"3,443sqft"
"NW Ridgeline Ln Unit L84, Portland, OR 97229","$1,236,191 ",5,3,"3,249sqft"
