,Neighborhood,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY
22041,Wilkes,Vandalism,45.54684422,-122.4959947,7690798.0,691783.0
22042,Concordia,Motor Vehicle Theft,45.56625054,-122.6301715,7656621.0,699734.0
22043,Concordia,Theft From Motor Vehicle,45.566454,-122.6301479,7656629.0,699808.0
22044,Concordia,Vandalism,45.56625054,-122.6301715,7656621.0,699734.0
22045,Beaumont-Wilshire,Vandalism,45.54898477,-122.6300389,7656489.0,693440.0
22046,Grant Park,Vandalism,45.53520241,-122.6301034,7656340.0,688417.0
22047,Sullivan's Gulch,Burglary,45.5351146,-122.630104,7656339.0,688385.0
22048,Madison South,Theft From Motor Vehicle,45.54658402,-122.5689034,7672123.0,692158.0
22049,Madison South,All Other Larceny,45.54661481,-122.5690217,7672093.0,692170.0
22050,Laurelhurst,All Other Larceny,45.53305298,-122.6300189,7656341.0,687633.0
22051,Laurelhurst,Theft From Motor Vehicle,45.53305298,-122.6300189,7656341.0,687633.0
22052,Concordia,Motor Vehicle Theft,45.57357553,-122.6303411,7656648.0,702405.0
22053,Laurelhurst,Motor Vehicle Theft,45.5236468,-122.6294825,7656388.0,684201.0
22054,Laurelhurst,Theft From Motor Vehicle,45.52448,-122.6295294,7656384.0,684505.0
22055,Madison South,Vandalism,45.5470858,-122.5762234,7670253.0,692389.0
22056,Concordia,Vandalism,45.56820168,-122.6301471,7656646.0,700445.0
22057,Laurelhurst,Vandalism,45.52789742,-122.6292946,7656477.0,685749.0
22058,Concordia,Burglary,45.56276383,-122.63015,7656593.0,698463.0
22059,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22060,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22061,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22062,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22063,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22064,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22065,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22066,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22067,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22068,Concordia,Credit Card/ATM Fraud,45.56267602,-122.6301506,7656592.0,698431.0
22069,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22070,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22071,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22072,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22073,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22074,Concordia,Shoplifting,45.56267602,-122.6301506,7656592.0,698431.0
22075,Eliot,Vandalism,45.54732693,-122.6615311,7648408.0,693050.0
22076,Eliot,Theft From Motor Vehicle,45.54732693,-122.6615311,7648408.0,693050.0
22077,Eliot,Simple Assault,45.54732693,-122.6615311,7648408.0,693050.0
22078,Eliot,Vandalism,45.54732693,-122.6615311,7648408.0,693050.0
22079,Laurelhurst,Vandalism,45.5315698,-122.6295143,7656456.0,687089.0
22080,Laurelhurst,Theft of Motor Vehicle Parts or Accessories,45.52870021,-122.6299453,7656318.0,686046.0
22081,Laurelhurst,Theft of Motor Vehicle Parts or Accessories,45.52934986,-122.6298292,7656354.0,686282.0
22082,Eliot,Theft of Motor Vehicle Parts or Accessories,45.54711843,-122.664155,7647734.0,692992.0
22083,Laurelhurst,Vandalism,45.53202932,-122.6297384,7656403.0,687258.0
22084,Laurelhurst,All Other Larceny,45.53202932,-122.6297384,7656403.0,687258.0
22085,Laurelhurst,Shoplifting,45.53202932,-122.6297384,7656403.0,687258.0
22086,Laurelhurst,Shoplifting,45.53202932,-122.6297384,7656403.0,687258.0
22087,Laurelhurst,Vandalism,45.53202932,-122.6297384,7656403.0,687258.0
22088,Laurelhurst,Burglary,45.53202932,-122.6297384,7656403.0,687258.0
22089,Beaumont-Wilshire,Theft of Motor Vehicle Parts or Accessories,45.54606016,-122.6301829,7656424.0,692375.0
22090,Grant Park,Aggravated Assault,45.53782522,-122.6301082,7656364.0,689373.0
22091,Grant Park,Arson,45.53782522,-122.6301082,7656364.0,689373.0
22092,Grant Park,Vandalism,45.53782522,-122.6301082,7656364.0,689373.0
22093,Laurelhurst,Intimidation,45.53245645,-122.6297857,7656395.0,687414.0
22094,Northwest Industrial,All Other Larceny,45.54718437,-122.7189811,7633694.0,693397.0
22095,Forest Park,All Other Larceny,45.54703107,-122.770945,7620385.0,693711.0
22096,Hillside,Burglary,45.53024045,-122.7157931,7634341.0,687199.0
22097,Hillside,Theft From Motor Vehicle,45.52472727,-122.7159917,7634235.0,685191.0
22098,Northwest,All Other Larceny,45.53440936,-122.7157294,7634399.0,688718.0
22099,Northwest,All Other Larceny,45.53656806,-122.716329,7634267.0,689509.0
22100,Northwest,Theft of Motor Vehicle Parts or Accessories,45.53665587,-122.7163285,7634268.0,689541.0
22101,Northwest,Theft From Motor Vehicle,45.53656806,-122.716329,7634267.0,689509.0
22102,Northwest Industrial,Burglary,45.54603002,-122.708971,7636246.0,692906.0
22103,Northwest Industrial,All Other Larceny,45.54603002,-122.708971,7636246.0,692906.0
22104,South Portland,Motor Vehicle Theft,45.49891775,-122.6708471,7645548.0,675470.0
22105,South Portland,Credit Card/ATM Fraud,45.49891775,-122.6708471,7645548.0,675470.0
22106,South Portland,False Pretenses/Swindle/Confidence Game,45.49891775,-122.6708471,7645548.0,675470.0
22107,South Portland,Identity Theft,45.49891775,-122.6708471,7645548.0,675470.0
22108,South Portland,Impersonation,45.49891775,-122.6708471,7645548.0,675470.0
22109,South Portland,Wire Fraud,45.49891775,-122.6708471,7645548.0,675470.0
22110,South Portland,Theft From Building,45.49891775,-122.6708471,7645548.0,675470.0
22111,South Portland,Credit Card/ATM Fraud,45.49891775,-122.6708471,7645548.0,675470.0
22112,South Portland,Impersonation,45.49891775,-122.6708471,7645548.0,675470.0
22113,South Portland,Theft From Building,45.49891775,-122.6708471,7645548.0,675470.0
22114,South Portland,Theft From Building,45.49891775,-122.6708471,7645548.0,675470.0
22115,South Portland,Burglary,45.49891775,-122.6708471,7645548.0,675470.0
22116,South Portland,Credit Card/ATM Fraud,45.49891775,-122.6708471,7645548.0,675470.0
22117,South Portland,Identity Theft,45.49891775,-122.6708471,7645548.0,675470.0
22118,South Portland,Theft From Building,45.49891775,-122.6708471,7645548.0,675470.0
22119,South Portland,Theft From Building,45.49891775,-122.6708471,7645548.0,675470.0
22120,South Portland,Stolen Property Offenses,45.49891775,-122.6708471,7645548.0,675470.0
22121,South Portland,Theft From Building,45.49891775,-122.6708471,7645548.0,675470.0
22122,South Portland,Theft From Building,45.49891775,-122.6708471,7645548.0,675470.0
22123,South Portland,Theft From Building,45.49891775,-122.6708471,7645548.0,675470.0
22124,South Portland,Vandalism,45.49898598,-122.6747824,7644540.0,675522.0
22125,Brooklyn,All Other Larceny,45.4989976,-122.6588961,7648612.0,675417.0
22126,Brooklyn,Motor Vehicle Theft,45.4989976,-122.6588961,7648612.0,675417.0
22127,Brooklyn,Vandalism,45.4989976,-122.6588961,7648612.0,675417.0
22128,Brooklyn,All Other Larceny,45.4989976,-122.6588961,7648612.0,675417.0
22129,Brooklyn,Theft From Motor Vehicle,45.49910954,-122.6577572,7648905.0,675450.0
22130,Brooklyn,Theft of Motor Vehicle Parts or Accessories,45.49910954,-122.6577572,7648905.0,675450.0
22131,Brooklyn,All Other Larceny,45.49911228,-122.6567351,7649167.0,675444.0
22132,Brooklyn,Theft From Motor Vehicle,45.49910993,-122.6568599,7649135.0,675444.0
22133,Brooklyn,Motor Vehicle Theft,45.49890886,-122.6557325,7649422.0,675363.0
22134,Brooklyn,False Pretenses/Swindle/Confidence Game,45.49930898,-122.6547333,7649682.0,675502.0
22135,Brooklyn,False Pretenses/Swindle/Confidence Game,45.49930898,-122.6547333,7649682.0,675502.0
22136,Brooklyn,Vandalism,45.49930938,-122.6548582,7649650.0,675503.0
22137,Brooklyn,Theft of Motor Vehicle Parts or Accessories,45.49921847,-122.6531225,7650094.0,675458.0
22138,Brooklyn,False Pretenses/Swindle/Confidence Game,45.49855149,-122.6522584,7650309.0,675209.0
22139,Brooklyn,False Pretenses/Swindle/Confidence Game,45.49855149,-122.6522584,7650309.0,675209.0
22140,Brooklyn,Identity Theft,45.49855189,-122.6523833,7650277.0,675210.0
22141,Brooklyn,All Other Larceny,45.49919908,-122.6521074,7650354.0,675444.0
22142,Brooklyn,Motor Vehicle Theft,45.49847579,-122.6455997,7652015.0,675136.0
22143,Brooklyn,Theft From Building,45.49897229,-122.6445768,7652282.0,675310.0
22144,Brooklyn,All Other Larceny,45.49897229,-122.6445768,7652282.0,675310.0
22145,Brooklyn,Shoplifting,45.4989727,-122.6447016,7652250.0,675311.0
22146,Brooklyn,Shoplifting,45.4989727,-122.6447016,7652250.0,675311.0
22147,Brooklyn,Shoplifting,45.4989727,-122.6447016,7652250.0,675311.0
22148,Brooklyn,Shoplifting,45.4989727,-122.6447016,7652250.0,675311.0
22149,Brooklyn,Shoplifting,45.4989727,-122.6447016,7652250.0,675311.0
22150,Brooklyn,Simple Assault,45.49872851,-122.6435259,7652549.0,675214.0
22151,Brooklyn,All Other Larceny,45.49872851,-122.6435259,7652549.0,675214.0
22152,Brooklyn,Theft of Motor Vehicle Parts or Accessories,45.49872851,-122.6435259,7652549.0,675214.0
22153,Brooklyn,Theft of Motor Vehicle Parts or Accessories,45.49872851,-122.6435259,7652549.0,675214.0
22154,Hosford-Abernethy,Theft of Motor Vehicle Parts or Accessories,45.49896618,-122.6425517,7652801.0,675294.0
22155,Hosford-Abernethy,All Other Larceny,45.49892661,-122.6407009,7653275.0,675267.0
22156,Hosford-Abernethy,Motor Vehicle Theft,45.49877432,-122.637535,7654085.0,675190.0
22157,Richmond,Vandalism,45.4985739,-122.6112868,7660811.0,674940.0
22158,Richmond,Vandalism,45.49857208,-122.6100422,7661130.0,674931.0
22159,Richmond,Motor Vehicle Theft,45.49855918,-122.6091015,7661371.0,674920.0
22160,South Tabor,Burglary,45.49855831,-122.6081027,7661627.0,674913.0
22161,South Tabor,Burglary,45.49855831,-122.6081027,7661627.0,674913.0
22162,South Tabor,Vandalism,45.49855831,-122.6081027,7661627.0,674913.0
22163,South Tabor,Identity Theft,45.49855359,-122.6061167,7662136.0,674898.0
22164,South Tabor,False Pretenses/Swindle/Confidence Game,45.49855283,-122.6051101,7662394.0,674891.0
22165,South Tabor,Vandalism,45.49855238,-122.6049853,7662426.0,674890.0
22166,South Tabor,False Pretenses/Swindle/Confidence Game,45.4985483,-122.6040098,7662676.0,674882.0
22167,South Tabor,Theft From Building,45.49851937,-122.5922266,7665696.0,674793.0
22168,South Tabor,All Other Larceny,45.49836995,-122.5871689,7666991.0,674705.0
22169,South Tabor,Burglary,45.49836995,-122.5871689,7666991.0,674705.0
22170,South Tabor,Theft of Motor Vehicle Parts or Accessories,45.49837344,-122.5819881,7668319.0,674672.0
22171,Powellhurst-Gilbert,Theft From Building,45.49825834,-122.5786482,7669174.0,674608.0
22172,Powellhurst-Gilbert,Motor Vehicle Theft,45.49825834,-122.5786482,7669174.0,674608.0
22173,South Tabor,Burglary,45.49825883,-122.5787731,7669142.0,674609.0
22174,Powellhurst-Gilbert,Vandalism,45.49825834,-122.5786482,7669174.0,674608.0
22175,Powellhurst-Gilbert,Aggravated Assault,45.49825834,-122.5786482,7669174.0,674608.0
22176,Powellhurst-Gilbert,Motor Vehicle Theft,45.49825834,-122.5786482,7669174.0,674608.0
22177,Powellhurst-Gilbert,Robbery,45.49825834,-122.5786482,7669174.0,674608.0
22178,Powellhurst-Gilbert,Stolen Property Offenses,45.49825834,-122.5786482,7669174.0,674608.0
22179,Powellhurst-Gilbert,Drug/Narcotic Violations,45.49825834,-122.5786482,7669174.0,674608.0
22180,Powellhurst-Gilbert,Drug/Narcotic Violations,45.49825834,-122.5786482,7669174.0,674608.0
22181,Powellhurst-Gilbert,Intimidation,45.49825834,-122.5786482,7669174.0,674608.0
22182,Powellhurst-Gilbert,Robbery,45.49825834,-122.5786482,7669174.0,674608.0
22183,Powellhurst-Gilbert,Motor Vehicle Theft,45.49825834,-122.5786482,7669174.0,674608.0
22184,Powellhurst-Gilbert,All Other Larceny,45.49825834,-122.5786482,7669174.0,674608.0
22185,Powellhurst-Gilbert,Theft From Motor Vehicle,45.49825834,-122.5786482,7669174.0,674608.0
22186,Powellhurst-Gilbert,Credit Card/ATM Fraud,45.49825834,-122.5786482,7669174.0,674608.0
22187,Powellhurst-Gilbert,False Pretenses/Swindle/Confidence Game,45.49825834,-122.5786482,7669174.0,674608.0
22188,Powellhurst-Gilbert,False Pretenses/Swindle/Confidence Game,45.49786324,-122.5422507,7678500.0,674226.0
22189,Powellhurst-Gilbert,Motor Vehicle Theft,45.49800182,-122.540937,7678838.0,674268.0
22190,Powellhurst-Gilbert,Theft of Motor Vehicle Parts or Accessories,45.4980913,-122.5375969,7679695.0,674279.0
22191,Powellhurst-Gilbert,Vandalism,45.4980913,-122.5375969,7679695.0,674279.0
22192,Powellhurst-Gilbert,Theft of Motor Vehicle Parts or Accessories,45.4980913,-122.5375969,7679695.0,674279.0
22193,Powellhurst-Gilbert,Vandalism,45.4980913,-122.5375969,7679695.0,674279.0
22194,Powellhurst-Gilbert,Robbery,45.4980913,-122.5375969,7679695.0,674279.0
22195,Powellhurst-Gilbert,Vandalism,45.4980913,-122.5375969,7679695.0,674279.0
22196,Powellhurst-Gilbert,Theft of Motor Vehicle Parts or Accessories,45.49809183,-122.5377217,7679663.0,674280.0
22197,Powellhurst-Gilbert,Vandalism,45.4980913,-122.5375969,7679695.0,674279.0
22198,Powellhurst-Gilbert,Motor Vehicle Theft,45.49809183,-122.5377217,7679663.0,674280.0
22199,Powellhurst-Gilbert,All Other Larceny,45.49809183,-122.5377217,7679663.0,674280.0
22200,Powellhurst-Gilbert,Arson,45.4980913,-122.5375969,7679695.0,674279.0
22201,Powellhurst-Gilbert,Vandalism,45.4980913,-122.5375969,7679695.0,674279.0
22202,Powellhurst-Gilbert,False Pretenses/Swindle/Confidence Game,45.49809183,-122.5377217,7679663.0,674280.0
22203,Powellhurst-Gilbert,Simple Assault,45.49791662,-122.5359989,7680103.0,674205.0
22204,Powellhurst-Gilbert,Burglary,45.49791662,-122.5359989,7680103.0,674205.0
22205,Powellhurst-Gilbert,Burglary,45.4981497,-122.5284076,7682051.0,674241.0
22206,Powellhurst-Gilbert,Simple Assault,45.4981497,-122.5284076,7682051.0,674241.0
22207,Powellhurst-Gilbert,Vandalism,45.49804792,-122.5184559,7684601.0,674140.0
22208,Centennial,Motor Vehicle Theft,45.49815537,-122.5145234,7685610.0,674154.0
22209,Centennial,Motor Vehicle Theft,45.49825354,-122.4968036,7690153.0,674077.0
22210,Centennial,Motor Vehicle Theft,45.49816903,-122.4926654,7691213.0,674020.0
22211,Centennial,Motor Vehicle Theft,45.49816903,-122.4926654,7691213.0,674020.0
22212,Sunnyside,All Other Larceny,45.51783379,-122.6306266,7656039.0,682090.0
22213,Sunnyside,Burglary,45.51640861,-122.6302492,7656122.0,681568.0
22214,Sunnyside,Burglary,45.51640861,-122.6302492,7656122.0,681568.0
22215,Sunnyside,Burglary,45.51649635,-122.6302525,7656122.0,681600.0
22216,Sunnyside,False Pretenses/Swindle/Confidence Game,45.51640861,-122.6302492,7656122.0,681568.0
22217,Sunnyside,Motor Vehicle Theft,45.51640861,-122.6302492,7656122.0,681568.0
22218,Sunnyside,Simple Assault,45.51640861,-122.6302492,7656122.0,681568.0
22219,Sunnyside,Vandalism,45.51649635,-122.6302525,7656122.0,681600.0
22220,Sunnyside,Aggravated Assault,45.51640861,-122.6302492,7656122.0,681568.0
22221,Sunnyside,Vandalism,45.51640861,-122.6302492,7656122.0,681568.0
22222,Sunnyside,All Other Larceny,45.51649635,-122.6302525,7656122.0,681600.0
22223,Sunnyside,Credit Card/ATM Fraud,45.51640861,-122.6302492,7656122.0,681568.0
22224,Sunnyside,Vandalism,45.51640861,-122.6302492,7656122.0,681568.0
22225,Sunnyside,Vandalism,45.51649635,-122.6302525,7656122.0,681600.0
22226,Richmond,Motor Vehicle Theft,45.50118503,-122.6307941,7655836.0,676023.0
22227,Richmond,All Other Larceny,45.50118503,-122.6307941,7655836.0,676023.0
22228,Richmond,Theft From Motor Vehicle,45.4988604,-122.6226856,7657892.0,675121.0
22229,Richmond,All Other Larceny,45.4988604,-122.6226856,7657892.0,675121.0
22230,Richmond,Vandalism,45.4988604,-122.6226856,7657892.0,675121.0
22231,Eastmoreland,Burglary,45.4748106,-122.6287054,7656118.0,666396.0
22232,Richmond,Burglary,45.50357499,-122.630041,7656052.0,676889.0
22233,Richmond,Burglary,45.50474918,-122.630046,7656062.0,677317.0
22234,Richmond,Burglary,45.50474918,-122.630046,7656062.0,677317.0
22235,Richmond,Burglary,45.50474918,-122.630046,7656062.0,677317.0
22236,Richmond,Burglary,45.50474918,-122.630046,7656062.0,677317.0
22237,Richmond,Burglary,45.50474918,-122.630046,7656062.0,677317.0
22238,Richmond,Burglary,45.50474918,-122.630046,7656062.0,677317.0
22239,Richmond,Burglary,45.50475556,-122.6310334,7655809.0,677326.0
22240,Richmond,Burglary,45.50475556,-122.6310334,7655809.0,677326.0
22241,Richmond,Motor Vehicle Theft,45.50484336,-122.6310328,7655810.0,677358.0
22242,Richmond,Burglary,45.50475556,-122.6310334,7655809.0,677326.0
22243,Richmond,Burglary,45.50484336,-122.6310328,7655810.0,677358.0
22244,Richmond,Burglary,45.50484336,-122.6310328,7655810.0,677358.0
22245,Richmond,Theft of Motor Vehicle Parts or Accessories,45.50484336,-122.6310328,7655810.0,677358.0
22246,Richmond,Theft From Motor Vehicle,45.50475556,-122.6310334,7655809.0,677326.0
22247,Richmond,Vandalism,45.50475556,-122.6310334,7655809.0,677326.0
22248,Richmond,Theft From Building,45.50484336,-122.6310328,7655810.0,677358.0
22249,Richmond,Burglary,45.50475556,-122.6310334,7655809.0,677326.0
22250,Richmond,Burglary,45.50484336,-122.6310328,7655810.0,677358.0
22251,Creston-Kenilworth,Motor Vehicle Theft,45.49482036,-122.6306139,7655821.0,673702.0
22252,Creston-Kenilworth,Motor Vehicle Theft,45.49473419,-122.6311178,7655691.0,673674.0
22253,Creston-Kenilworth,Theft of Motor Vehicle Parts or Accessories,45.49473063,-122.6301268,7655945.0,673666.0
22254,Creston-Kenilworth,Vandalism,45.49473063,-122.6301268,7655945.0,673666.0
22255,Creston-Kenilworth,Theft From Building,45.49473063,-122.6301268,7655945.0,673666.0
22256,Creston-Kenilworth,Vandalism,45.4933079,-122.6312437,7655645.0,673155.0
22257,Richmond,Theft of Motor Vehicle Parts or Accessories,45.50886372,-122.6302433,7656051.0,678818.0
22258,Richmond,Burglary,45.51201651,-122.6300766,7656124.0,679966.0
22259,Sunnyside,Burglary,45.51210432,-122.630076,7656125.0,679998.0
22260,Sunnyside,Shoplifting,45.51210432,-122.630076,7656125.0,679998.0
22261,Sunnyside,Simple Assault,45.51210432,-122.630076,7656125.0,679998.0
22262,Sunnyside,Shoplifting,45.51210602,-122.6307239,7655959.0,680003.0
22263,Richmond,Theft of Motor Vehicle Parts or Accessories,45.51201651,-122.6300766,7656124.0,679966.0
22264,Richmond,Shoplifting,45.51201651,-122.6300766,7656124.0,679966.0
22265,Reed,Theft From Motor Vehicle,45.49055448,-122.630883,7655711.0,672149.0
22266,Reed,All Other Larceny,45.49055448,-122.630883,7655711.0,672149.0
22267,Ardenwald,Burglary,45.46269648,-122.6284545,7656066.0,661979.0
22268,Richmond,Theft From Motor Vehicle,45.50803507,-122.6302473,7656042.0,678516.0
22269,Sunnyside,Theft From Motor Vehicle,45.51364343,-122.6302274,7656101.0,680560.0
22270,Brooklyn,Burglary,45.49853662,-122.6540759,7649843.0,675216.0
22271,Brooklyn,Robbery,45.49853662,-122.6540759,7649843.0,675216.0
22272,Sunnyside,Theft From Motor Vehicle,45.5171196,-122.6299324,7656210.0,681825.0
22273,Sunnyside,Theft of Motor Vehicle Parts or Accessories,45.5171196,-122.6299324,7656210.0,681825.0
22274,Sunnyside,False Pretenses/Swindle/Confidence Game,45.5171196,-122.6299324,7656210.0,681825.0
22275,Sunnyside,Theft From Motor Vehicle,45.5171196,-122.6299324,7656210.0,681825.0
22276,Sunnyside,Theft From Motor Vehicle,45.5171196,-122.6299324,7656210.0,681825.0
22277,Sunnyside,Vandalism,45.51720824,-122.6306265,7656033.0,681862.0
22278,Sunnyside,Theft of Motor Vehicle Parts or Accessories,45.5171196,-122.6299324,7656210.0,681825.0
22279,Sunnyside,Vandalism,45.5171196,-122.6299324,7656210.0,681825.0
22280,Sunnyside,Theft of Motor Vehicle Parts or Accessories,45.51720824,-122.6306265,7656033.0,681862.0
